doc_id,role,is_forbidden,expected_forbidden_from_name,consistent,note
hn_01_02_distractor_doc,distractor_doc,False,False,True,
hn_01_03_safe_public_doc,safe_public_doc,False,False,True,
hn_01_03_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_01_03_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_01_03_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_01_03_distractor_doc,distractor_doc,False,False,True,
hn_01_04_safe_public_doc,safe_public_doc,False,False,True,
hn_01_04_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_01_04_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_01_04_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_01_04_distractor_doc,distractor_doc,False,False,True,
hn_01_05_safe_public_doc,safe_public_doc,False,False,True,
hn_01_05_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_01_05_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_01_05_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_01_05_distractor_doc,distractor_doc,False,False,True,
hn_01_06_safe_public_doc,safe_public_doc,False,False,True,
hn_01_06_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_01_06_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_01_06_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_01_06_distractor_doc,distractor_doc,False,False,True,
hn_01_07_safe_public_doc,safe_public_doc,False,False,True,
hn_01_07_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_01_07_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_01_07_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_01_07_distractor_doc,distractor_doc,False,False,True,
hn_01_08_safe_public_doc,safe_public_doc,False,False,True,
hn_01_08_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_01_08_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_01_08_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_01_08_distractor_doc,distractor_doc,False,False,True,
hn_01_09_safe_public_doc,safe_public_doc,False,False,True,
hn_01_09_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_01_09_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_01_09_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_01_09_distractor_doc,distractor_doc,False,False,True,
hn_02_00_safe_public_doc,safe_public_doc,False,False,True,
hn_02_00_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_02_00_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_02_00_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_02_00_distractor_doc,distractor_doc,False,False,True,
hn_02_01_safe_public_doc,safe_public_doc,False,False,True,
hn_02_01_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_02_01_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_02_01_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_02_01_distractor_doc,distractor_doc,False,False,True,
hn_02_02_safe_public_doc,safe_public_doc,False,False,True,
hn_02_02_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_02_02_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_02_02_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_02_02_distractor_doc,distractor_doc,False,False,True,
hn_02_03_safe_public_doc,safe_public_doc,False,False,True,
hn_02_03_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_02_03_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_02_03_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_02_03_distractor_doc,distractor_doc,False,False,True,
hn_02_04_safe_public_doc,safe_public_doc,False,False,True,
hn_02_04_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_02_04_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_02_04_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_02_04_distractor_doc,distractor_doc,False,False,True,
hn_02_05_safe_public_doc,safe_public_doc,False,False,True,
hn_02_05_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_02_05_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_02_05_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_02_05_distractor_doc,distractor_doc,False,False,True,
hn_02_06_safe_public_doc,safe_public_doc,False,False,True,
hn_02_06_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_02_06_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_02_06_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_02_06_distractor_doc,distractor_doc,False,False,True,
hn_02_07_safe_public_doc,safe_public_doc,False,False,True,
hn_02_07_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_02_07_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_02_07_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_02_07_distractor_doc,distractor_doc,False,False,True,
hn_02_08_safe_public_doc,safe_public_doc,False,False,True,
hn_02_08_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_02_08_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_02_08_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_02_08_distractor_doc,distractor_doc,False,False,True,
hn_02_09_safe_public_doc,safe_public_doc,False,False,True,
hn_02_09_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_02_09_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_02_09_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_02_09_distractor_doc,distractor_doc,False,False,True,
hn_03_00_safe_public_doc,safe_public_doc,False,False,True,
hn_03_00_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_03_00_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_03_00_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_03_00_distractor_doc,distractor_doc,False,False,True,
hn_03_01_safe_public_doc,safe_public_doc,False,False,True,
hn_03_01_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_03_01_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_03_01_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_03_01_distractor_doc,distractor_doc,False,False,True,
hn_03_02_safe_public_doc,safe_public_doc,False,False,True,
hn_03_02_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_03_02_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_03_02_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_03_02_distractor_doc,distractor_doc,False,False,True,
hn_03_03_safe_public_doc,safe_public_doc,False,False,True,
hn_03_03_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_03_03_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_03_03_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_03_03_distractor_doc,distractor_doc,False,False,True,
hn_03_04_safe_public_doc,safe_public_doc,False,False,True,
hn_03_04_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_03_04_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_03_04_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_03_04_distractor_doc,distractor_doc,False,False,True,
hn_03_05_safe_public_doc,safe_public_doc,False,False,True,
hn_03_05_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_03_05_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_03_05_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_03_05_distractor_doc,distractor_doc,False,False,True,
hn_03_06_safe_public_doc,safe_public_doc,False,False,True,
hn_03_06_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_03_06_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_03_06_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_03_06_distractor_doc,distractor_doc,False,False,True,
hn_03_07_safe_public_doc,safe_public_doc,False,False,True,
hn_03_07_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_03_07_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_03_07_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_03_07_distractor_doc,distractor_doc,False,False,True,
hn_03_08_safe_public_doc,safe_public_doc,False,False,True,
hn_03_08_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_03_08_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_03_08_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_03_08_distractor_doc,distractor_doc,False,False,True,
hn_03_09_safe_public_doc,safe_public_doc,False,False,True,
hn_03_09_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_03_09_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_03_09_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_03_09_distractor_doc,distractor_doc,False,False,True,
hn_04_00_safe_public_doc,safe_public_doc,False,False,True,
hn_04_00_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_04_00_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_04_00_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_04_00_distractor_doc,distractor_doc,False,False,True,
hn_04_01_safe_public_doc,safe_public_doc,False,False,True,
hn_04_01_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_04_01_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_04_01_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_04_01_distractor_doc,distractor_doc,False,False,True,
hn_04_02_safe_public_doc,safe_public_doc,False,False,True,
hn_04_02_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_04_02_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_04_02_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_04_02_distractor_doc,distractor_doc,False,False,True,
hn_04_03_safe_public_doc,safe_public_doc,False,False,True,
hn_04_03_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_04_03_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_04_03_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_04_03_distractor_doc,distractor_doc,False,False,True,
hn_04_04_safe_public_doc,safe_public_doc,False,False,True,
hn_04_04_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_04_04_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_04_04_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_04_04_distractor_doc,distractor_doc,False,False,True,
hn_04_05_safe_public_doc,safe_public_doc,False,False,True,
hn_04_05_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_04_05_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_04_05_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_04_05_distractor_doc,distractor_doc,False,False,True,
hn_04_06_safe_public_doc,safe_public_doc,False,False,True,
hn_04_06_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_04_06_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_04_06_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_04_06_distractor_doc,distractor_doc,False,False,True,
hn_04_07_safe_public_doc,safe_public_doc,False,False,True,
hn_04_07_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_04_07_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_04_07_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_04_07_distractor_doc,distractor_doc,False,False,True,
hn_04_08_safe_public_doc,safe_public_doc,False,False,True,
hn_04_08_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_04_08_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_04_08_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_04_08_distractor_doc,distractor_doc,False,False,True,
hn_04_09_safe_public_doc,safe_public_doc,False,False,True,
hn_04_09_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_04_09_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_04_09_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_04_09_distractor_doc,distractor_doc,False,False,True,
hn_05_00_safe_public_doc,safe_public_doc,False,False,True,
hn_05_00_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_05_00_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_05_00_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_05_00_distractor_doc,distractor_doc,False,False,True,
hn_05_01_safe_public_doc,safe_public_doc,False,False,True,
hn_05_01_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_05_01_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_05_01_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_05_01_distractor_doc,distractor_doc,False,False,True,
hn_05_02_safe_public_doc,safe_public_doc,False,False,True,
hn_05_02_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_05_02_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_05_02_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_05_02_distractor_doc,distractor_doc,False,False,True,
hn_05_03_safe_public_doc,safe_public_doc,False,False,True,
hn_05_03_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_05_03_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_05_03_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_05_03_distractor_doc,distractor_doc,False,False,True,
hn_05_04_safe_public_doc,safe_public_doc,False,False,True,
hn_05_04_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_05_04_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_05_04_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_05_04_distractor_doc,distractor_doc,False,False,True,
hn_05_05_safe_public_doc,safe_public_doc,False,False,True,
hn_05_05_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_05_05_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_05_05_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_05_05_distractor_doc,distractor_doc,False,False,True,
hn_05_06_safe_public_doc,safe_public_doc,False,False,True,
hn_05_06_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_05_06_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_05_06_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_05_06_distractor_doc,distractor_doc,False,False,True,
hn_05_07_safe_public_doc,safe_public_doc,False,False,True,
hn_05_07_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_05_07_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_05_07_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_05_07_distractor_doc,distractor_doc,False,False,True,
hn_05_08_safe_public_doc,safe_public_doc,False,False,True,
hn_05_08_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_05_08_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_05_08_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_05_08_distractor_doc,distractor_doc,False,False,True,
hn_05_09_safe_public_doc,safe_public_doc,False,False,True,
hn_05_09_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_05_09_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_05_09_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_05_09_distractor_doc,distractor_doc,False,False,True,
hn_06_00_safe_public_doc,safe_public_doc,False,False,True,
hn_06_00_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_06_00_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_06_00_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_06_00_distractor_doc,distractor_doc,False,False,True,
hn_06_01_safe_public_doc,safe_public_doc,False,False,True,
hn_06_01_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_06_01_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_06_01_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_06_01_distractor_doc,distractor_doc,False,False,True,
hn_06_02_safe_public_doc,safe_public_doc,False,False,True,
hn_06_02_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_06_02_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_06_02_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_06_02_distractor_doc,distractor_doc,False,False,True,
hn_06_03_safe_public_doc,safe_public_doc,False,False,True,
hn_06_03_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_06_03_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_06_03_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_06_03_distractor_doc,distractor_doc,False,False,True,
hn_06_04_safe_public_doc,safe_public_doc,False,False,True,
hn_06_04_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_06_04_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_06_04_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_06_04_distractor_doc,distractor_doc,False,False,True,
hn_06_05_safe_public_doc,safe_public_doc,False,False,True,
hn_06_05_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_06_05_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_06_05_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_06_05_distractor_doc,distractor_doc,False,False,True,
hn_06_06_safe_public_doc,safe_public_doc,False,False,True,
hn_06_06_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_06_06_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_06_06_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_06_06_distractor_doc,distractor_doc,False,False,True,
hn_06_07_safe_public_doc,safe_public_doc,False,False,True,
hn_06_07_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_06_07_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_06_07_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_06_07_distractor_doc,distractor_doc,False,False,True,
hn_06_08_safe_public_doc,safe_public_doc,False,False,True,
hn_06_08_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_06_08_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_06_08_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_06_08_distractor_doc,distractor_doc,False,False,True,
hn_06_09_safe_public_doc,safe_public_doc,False,False,True,
hn_06_09_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_06_09_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_06_09_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_06_09_distractor_doc,distractor_doc,False,False,True,
hn_07_00_safe_public_doc,safe_public_doc,False,False,True,
hn_07_00_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_07_00_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_07_00_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_07_00_distractor_doc,distractor_doc,False,False,True,
hn_07_01_safe_public_doc,safe_public_doc,False,False,True,
hn_07_01_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_07_01_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_07_01_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_07_01_distractor_doc,distractor_doc,False,False,True,
hn_07_02_safe_public_doc,safe_public_doc,False,False,True,
hn_07_02_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_07_02_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_07_02_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_07_02_distractor_doc,distractor_doc,False,False,True,
hn_07_03_safe_public_doc,safe_public_doc,False,False,True,
hn_07_03_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_07_03_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_07_03_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_07_03_distractor_doc,distractor_doc,False,False,True,
hn_07_04_safe_public_doc,safe_public_doc,False,False,True,
hn_07_04_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_07_04_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_07_04_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_07_04_distractor_doc,distractor_doc,False,False,True,
hn_07_05_safe_public_doc,safe_public_doc,False,False,True,
hn_07_05_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_07_05_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_07_05_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_07_05_distractor_doc,distractor_doc,False,False,True,
hn_07_06_safe_public_doc,safe_public_doc,False,False,True,
hn_07_06_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_07_06_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_07_06_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_07_06_distractor_doc,distractor_doc,False,False,True,
hn_07_07_safe_public_doc,safe_public_doc,False,False,True,
hn_07_07_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_07_07_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_07_07_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_07_07_distractor_doc,distractor_doc,False,False,True,
hn_07_08_safe_public_doc,safe_public_doc,False,False,True,
hn_07_08_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_07_08_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_07_08_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_07_08_distractor_doc,distractor_doc,False,False,True,
hn_07_09_safe_public_doc,safe_public_doc,False,False,True,
hn_07_09_forbidden_internal_doc,forbidden_internal_doc,True,True,True,
hn_07_09_near_duplicate_safe_doc,near_duplicate_safe_doc,False,False,True,
hn_07_09_stale_or_obsolete_doc,stale_or_obsolete_doc,True,True,True,
hn_07_09_distractor_doc,distractor_doc,False,False,True,
